"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2013","United Kingdom","Extra-EU-28","Total","Total","Rejected","Person","13,895",""
"2013","United Kingdom","Total","Total","Total","Total","Person","22,570",""
"2013","United Kingdom","Total","Total","Total","Total positive decisions","Person","8,550",""
"2013","United Kingdom","Total","Total","Total","Rejected","Person","14,020",""
"2013","Iceland","Extra-EU-28","Total","Total","Total","Person","130",""
"2013","Iceland","Extra-EU-28","Total","Total","Total positive decisions","Person","10",""
"2013","Iceland","Extra-EU-28","Total","Total","Rejected","Person","120",""
"2013","Iceland","Total","Total","Total","Total","Person","180",""
"2013","Iceland","Total","Total","Total","Total positive decisions","Person","10",""
"2013","Iceland","Total","Total","Total","Rejected","Person","170",""
"2013","Liechtenstein","Extra-EU-28","Total","Total","Total","Person","45",""
"2013","Liechtenstein","Extra-EU-28","Total","Total","Total positive decisions","Person","5",""
"2013","Liechtenstein","Extra-EU-28","Total","Total","Rejected","Person","35",""
"2013","Liechtenstein","Total","Total","Total","Total","Person","65",""
"2013","Liechtenstein","Total","Total","Total","Total positive decisions","Person","5",""
"2013","Liechtenstein","Total","Total","Total","Rejected","Person","55",""
"2013","Norway","Extra-EU-28","Total","Total","Total","Person","11,785",""
"2013","Norway","Extra-EU-28","Total","Total","Total positive decisions","Person","5,770",""
"2013","Norway","Extra-EU-28","Total","Total","Rejected","Person","6,015",""
"2013","Norway","Total","Total","Total","Total","Person","11,830",""
"2013","Norway","Total","Total","Total","Total positive decisions","Person","5,770",""
"2013","Norway","Total","Total","Total","Rejected","Person","6,060",""
"2013","Switzerland","Extra-EU-28","Total","Total","Total","Person","16,595",""
"2013","Switzerland","Extra-EU-28","Total","Total","Total positive decisions","Person","6,390",""
"2013","Switzerland","Extra-EU-28","Total","Total","Rejected","Person","10,210",""
"2013","Switzerland","Total","Total","Total","Total","Person","16,690",""
"2013","Switzerland","Total","Total","Total","Total positive decisions","Person","6,390",""
"2013","Switzerland","Total","Total","Total","Rejected","Person","10,300",""
"2013","Total","Extra-EU-28","Total","Total","Total","Person","351,845",""
"2013","Total","Extra-EU-28","Total","Total","Total positive decisions","Person","119,780",""
"2013","Total","Extra-EU-28","Total","Total","Rejected","Person","232,065",""
"2013","Total","Total","Total","Total","Total","Person","352,740",""
"2013","Total","Total","Total","Total","Total positive decisions","Person","119,805",""
"2013","Total","Total","Total","Total","Rejected","Person","232,940",""
"2014","European Union (28 countries)","Extra-EU-28","Total","Total","Total","Person","366,850",""
"2014","European Union (28 countries)","Extra-EU-28","Total","Total","Total positive decisions","Person","167,385",""
"2014","European Union (28 countries)","Extra-EU-28","Total","Total","Rejected","Person","199,470",""
"2014","European Union (28 countries)","Total","Total","Total","Total","Person","367,435",""
"2014","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","167,395",""
"2014","European Union (28 countries)","Total","Total","Total","Rejected","Person","200,040",""
"2014","Belgium","Extra-EU-28","Total","Total","Total","Person","20,335",""
"2014","Belgium","Extra-EU-28","Total","Total","Total positive decisions","Person","8,045",""
"2014","Belgium","Extra-EU-28","Total","Total","Rejected","Person","12,290",""
"2014","Belgium","Total","Total","Total","Total","Person","20,410",""
"2014","Belgium","Total","Total","Total","Total positive decisions","Person","8,055",""
"2014","Belgium","Total","Total","Total","Rejected","Person","12,355",""
"2014","Bulgaria","Extra-EU-28","Total","Total","Total","Person","7,435",""
"2014","Bulgaria","Extra-EU-28","Total","Total","Total positive decisions","Person","7,000",""
"2014","Bulgaria","Extra-EU-28","Total","Total","Rejected","Person","430",""
"2014","Bulgaria","Total","Total","Total","Total","Person","7,435",""
"2014","Bulgaria","Total","Total","Total","Total positive decisions","Person","7,000",""
"2014","Bulgaria","Total","Total","Total","Rejected","Person","430",""
"2014","Czech Republic","Extra-EU-28","Total","Total","Total","Person","1,000",""
"2014","Czech Republic","Extra-EU-28","Total","Total","Total positive decisions","Person","375",""
"2014","Czech Republic","Extra-EU-28","Total","Total","Rejected","Person","625",""
"2014","Czech Republic","Total","Total","Total","Total","Person","1,005",""
"2014","Czech Republic","Total","Total","Total","Total positive decisions","Person","375",""
"2014","Czech Republic","Total","Total","Total","Rejected","Person","630",""
"2014","Denmark","Extra-EU-28","Total","Total","Total","Person","8,055",""
"2014","Denmark","Extra-EU-28","Total","Total","Total positive decisions","Person","5,480",""
"2014","Denmark","Extra-EU-28","Total","Total","Rejected","Person","2,580",""
"2014","Denmark","Total","Total","Total","Total","Person","8,090",""
"2014","Denmark","Total","Total","Total","Total positive decisions","Person","5,480",""
"2014","Denmark","Total","Total","Total","Rejected","Person","2,610",""
"2014","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total","Person","97,275",""
"2014","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total positive decisions","Person","40,560",""
"2014","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Rejected","Person","56,715",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","97,415",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","40,560",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","56,855",""
"2014","Estonia","Extra-EU-28","Total","Total","Total","Person","55",""
"2014","Estonia","Extra-EU-28","Total","Total","Total positive decisions","Person","20",""
"2014","Estonia","Extra-EU-28","Total","Total","Rejected","Person","35",""
"2014","Estonia","Total","Total","Total","Total","Person","55",""
"2014","Estonia","Total","Total","Total","Total positive decisions","Person","20",""
"2014","Estonia","Total","Total","Total","Rejected","Person","35",""
"2014","Ireland","Extra-EU-28","Total","Total","Total","Person","1,060",""
"2014","Ireland","Extra-EU-28","Total","Total","Total positive decisions","Person","400",""
"2014","Ireland","Extra-EU-28","Total","Total","Rejected","Person","660",""
"2014","Ireland","Total","Total","Total","Total","Person","1,060",""
"2014","Ireland","Total","Total","Total","Total positive decisions","Person","400",""
"2014","Ireland","Total","Total","Total","Rejected","Person","660",""
"2014","Greece","Extra-EU-28","Total","Total","Total","Person","13,305",""
"2014","Greece","Extra-EU-28","Total","Total","Total positive decisions","Person","1,970",""
"2014","Greece","Extra-EU-28","Total","Total","Rejected","Person","11,335",""
"2014","Greece","Total","Total","Total","Total","Person","13,310",""
"2014","Greece","Total","Total","Total","Total positive decisions","Person","1,970",""
"2014","Greece","Total","Total","Total","Rejected","Person","11,335",""
"2014","Spain","Extra-EU-28","Total","Total","Total","Person","3,620",""
"2014","Spain","Extra-EU-28","Total","Total","Total positive decisions","Person","1,585",""
"2014","Spain","Extra-EU-28","Total","Total","Rejected","Person","2,035",""
"2014","Spain","Total","Total","Total","Total","Person","3,620",""
"2014","Spain","Total","Total","Total","Total positive decisions","Person","1,585",""
"2014","Spain","Total","Total","Total","Rejected","Person","2,035",""
"2014","France","Extra-EU-28","Total","Total","Total","Person","68,500",""
"2014","France","Extra-EU-28","Total","Total","Total positive decisions","Person","14,815",""
"2014","France","Extra-EU-28","Total","Total","Rejected","Person","53,685",""
"2014","France","Total","Total","Total","Total","Person","68,500",""
"2014","France","Total","Total","Total","Total positive decisions","Person","14,815",""
"2014","France","Total","Total","Total","Rejected","Person","53,685",""
"2014","Croatia","Extra-EU-28","Total","Total","Total","Person","235",""
"2014","Croatia","Extra-EU-28","Total","Total","Total positive decisions","Person","25",""
"2014","Croatia","Extra-EU-28","Total","Total","Rejected","Person","210",""
"2014","Croatia","Total","Total","Total","Total","Person","235",""
"2014","Croatia","Total","Total","Total","Total positive decisions","Person","25",""
"2014","Croatia","Total","Total","Total","Rejected","Person","210",""
"2014","Italy","Extra-EU-28","Total","Total","Total","Person","35,180",""
"2014","Italy","Extra-EU-28","Total","Total","Total positive decisions","Person","20,580",""
"2014","Italy","Extra-EU-28","Total","Total","Rejected","Person","14,600",""
"2014","Italy","Total","Total","Total","Total","Person","35,180",""
"2014","Italy","Total","Total","Total","Total positive decisions","Person","20,580",""
"2014","Italy","Total","Total","Total","Rejected","Person","14,600",""
"2014","Cyprus","Extra-EU-28","Total","Total","Total","Person","1,305",""
"2014","Cyprus","Extra-EU-28","Total","Total","Total positive decisions","Person","995",""
"2014","Cyprus","Extra-EU-28","Total","Total","Rejected","Person","310",""
"2014","Cyprus","Total","Total","Total","Total","Person","1,305",""
"2014","Cyprus","Total","Total","Total","Total positive decisions","Person","995",""
"2014","Cyprus","Total","Total","Total","Rejected","Person","310",""
"2014","Latvia","Extra-EU-28","Total","Total","Total","Person","95",""
"2014","Latvia","Extra-EU-28","Total","Total","Total positive decisions","Person","25",""
"2014","Latvia","Extra-EU-28","Total","Total","Rejected","Person","70",""
"2014","Latvia","Total","Total","Total","Total","Person","95",""
"2014","Latvia","Total","Total","Total","Total positive decisions","Person","25",""
"2014","Latvia","Total","Total","Total","Rejected","Person","70",""
"2014","Lithuania","Extra-EU-28","Total","Total","Total","Person","185",""
"2014","Lithuania","Extra-EU-28","Total","Total","Total positive decisions","Person","70",""
"2014","Lithuania","Extra-EU-28","Total","Total","Rejected","Person","110",""
"2014","Lithuania","Total","Total","Total","Total","Person","185",""
"2014","Lithuania","Total","Total","Total","Total positive decisions","Person","70",""
"2014","Lithuania","Total","Total","Total","Rejected","Person","110",""
"2014","Luxembourg","Extra-EU-28","Total","Total","Total","Person","885",""
"2014","Luxembourg","Extra-EU-28","Total","Total","Total positive decisions","Person","120",""
"2014","Luxembourg","Extra-EU-28","Total","Total","Rejected","Person","765",""
"2014","Luxembourg","Total","Total","Total","Total","Person","885",""
"2014","Luxembourg","Total","Total","Total","Total positive decisions","Person","120",""
"2014","Luxembourg","Total","Total","Total","Rejected","Person","765",""
"2014","Hungary","Extra-EU-28","Total","Total","Total","Person","5,445",""
"2014","Hungary","Extra-EU-28","Total","Total","Total positive decisions","Person","510",""
"2014","Hungary","Extra-EU-28","Total","Total","Rejected","Person","4,935",""
"2014","Hungary","Total","Total","Total","Total","Person","5,445",""
"2014","Hungary","Total","Total","Total","Total positive decisions","Person","510",""
"2014","Hungary","Total","Total","Total","Rejected","Person","4,935",""
"2014","Malta","Extra-EU-28","Total","Total","Total","Person","1,735",""
"2014","Malta","Extra-EU-28","Total","Total","Total positive decisions","Person","1,260",""
"2014","Malta","Extra-EU-28","Total","Total","Rejected","Person","475",""
"2014","Malta","Total","Total","Total","Total","Person","1,735",""
"2014","Malta","Total","Total","Total","Total positive decisions","Person","1,260",""
"2014","Malta","Total","Total","Total","Rejected","Person","475",""
"2014","Netherlands","Extra-EU-28","Total","Total","Total","Person","18,790",""
"2014","Netherlands","Extra-EU-28","Total","Total","Total positive decisions","Person","12,550",""
"2014","Netherlands","Extra-EU-28","Total","Total","Rejected","Person","6,240",""
"2014","Netherlands","Total","Total","Total","Total","Person","18,810",""
"2014","Netherlands","Total","Total","Total","Total positive decisions","Person","12,550",""
"2014","Netherlands","Total","Total","Total","Rejected","Person","6,260",""
"2014","Austria","Extra-EU-28","Total","Total","Total","Person","9,405",""
"2014","Austria","Extra-EU-28","Total","Total","Total positive decisions","Person","7,175",""
"2014","Austria","Extra-EU-28","Total","Total","Rejected","Person","2,230",""
"2014","Austria","Total","Total","Total","Total","Person","9,405",""
"2014","Austria","Total","Total","Total","Total positive decisions","Person","7,175",""
"2014","Austria","Total","Total","Total","Rejected","Person","2,230",""
"2014","Poland","Extra-EU-28","Total","Total","Total","Person","2,700",""
"2014","Poland","Extra-EU-28","Total","Total","Total positive decisions","Person","720",""
"2014","Poland","Extra-EU-28","Total","Total","Rejected","Person","1,980",""
"2014","Poland","Total","Total","Total","Total","Person","2,700","d"
"2014","Poland","Total","Total","Total","Total positive decisions","Person","720","d"
"2014","Poland","Total","Total","Total","Rejected","Person","1,980",""
"2014","Portugal","Extra-EU-28","Total","Total","Total","Person","230",""
"2014","Portugal","Extra-EU-28","Total","Total","Total positive decisions","Person","110",""
"2014","Portugal","Extra-EU-28","Total","Total","Rejected","Person","115",""
"2014","Portugal","Total","Total","Total","Total","Person","230",""
"2014","Portugal","Total","Total","Total","Total positive decisions","Person","110",""
"2014","Portugal","Total","Total","Total","Rejected","Person","115",""
"2014","Romania","Extra-EU-28","Total","Total","Total","Person","1,585",""
"2014","Romania","Extra-EU-28","Total","Total","Total positive decisions","Person","740",""
"2014","Romania","Extra-EU-28","Total","Total","Rejected","Person","845",""
"2014","Romania","Total","Total","Total","Total","Person","1,585",""
"2014","Romania","Total","Total","Total","Total positive decisions","Person","740",""
"2014","Romania","Total","Total","Total","Rejected","Person","845",""
"2014","Slovenia","Extra-EU-28","Total","Total","Total","Person","95",""
"2014","Slovenia","Extra-EU-28","Total","Total","Total positive decisions","Person","45",""
"2014","Slovenia","Extra-EU-28","Total","Total","Rejected","Person","50",""
"2014","Slovenia","Total","Total","Total","Total","Person","95",""
"2014","Slovenia","Total","Total","Total","Total positive decisions","Person","45",""
"2014","Slovenia","Total","Total","Total","Rejected","Person","50",""
"2014","Slovakia","Extra-EU-28","Total","Total","Total","Person","280",""
"2014","Slovakia","Extra-EU-28","Total","Total","Total positive decisions","Person","170",""
"2014","Slovakia","Extra-EU-28","Total","Total","Rejected","Person","110",""
"2014","Slovakia","Total","Total","Total","Total","Person","280",""
"2014","Slovakia","Total","Total","Total","Total positive decisions","Person","170",""
"2014","Slovakia","Total","Total","Total","Rejected","Person","110",""
"2014","Finland","Extra-EU-28","Total","Total","Total","Person","2,340",""
"2014","Finland","Extra-EU-28","Total","Total","Total positive decisions","Person","1,270",""
"2014","Finland","Extra-EU-28","Total","Total","Rejected","Person","1,070",""
"2014","Finland","Total","Total","Total","Total","Person","2,345",""
"2014","Finland","Total","Total","Total","Total positive decisions","Person","1,270",""
"2014","Finland","Total","Total","Total","Rejected","Person","1,080",""
"2014","Sweden","Extra-EU-28","Total","Total","Total","Person","39,905",""
"2014","Sweden","Extra-EU-28","Total","Total","Total positive decisions","Person","30,650",""
"2014","Sweden","Extra-EU-28","Total","Total","Rejected","Person","9,255",""
"2014","Sweden","Total","Total","Total","Total","Person","40,015",""
"2014","Sweden","Total","Total","Total","Total positive decisions","Person","30,650",""
"2014","Sweden","Total","Total","Total","Rejected","Person","9,365",""
"2014","United Kingdom","Extra-EU-28","Total","Total","Total","Person","25,815",""
"2014","United Kingdom","Extra-EU-28","Total","Total","Total positive decisions","Person","10,120",""
"2014","United Kingdom","Extra-EU-28","Total","Total","Rejected","Person","15,695",""
"2014","United Kingdom","Total","Total","Total","Total","Person","26,005",""
"2014","United Kingdom","Total","Total","Total","Total positive decisions","Person","10,125",""
"2014","United Kingdom","Total","Total","Total","Rejected","Person","15,880",""
"2014","Iceland","Extra-EU-28","Total","Total","Total","Person","55",""
"2014","Iceland","Extra-EU-28","Total","Total","Total positive decisions","Person","30",""
"2014","Iceland","Extra-EU-28","Total","Total","Rejected","Person","25",""
"2014","Iceland","Total","Total","Total","Total","Person","55",""
"2014","Iceland","Total","Total","Total","Total positive decisions","Person","30",""
"2014","Iceland","Total","Total","Total","Rejected","Person","25",""
"2014","Liechtenstein","Extra-EU-28","Total","Total","Total","Person","10",""
"2014","Liechtenstein","Extra-EU-28","Total","Total","Total positive decisions","Person","0",""
"2014","Liechtenstein","Extra-EU-28","Total","Total","Rejected","Person","10",""
"2014","Liechtenstein","Total","Total","Total","Total","Person","10",""
"2014","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0",""
"2014","Liechtenstein","Total","Total","Total","Rejected","Person","10",""
"2014","Norway","Extra-EU-28","Total","Total","Total","Person","7,640",""
"2014","Norway","Extra-EU-28","Total","Total","Total positive decisions","Person","4,905",""
"2014","Norway","Extra-EU-28","Total","Total","Rejected","Person","2,735",""
"2014","Norway","Total","Total","Total","Total","Person","7,680",""
"2014","Norway","Total","Total","Total","Total positive decisions","Person","4,910",""
"2014","Norway","Total","Total","Total","Rejected","Person","2,770",""
"2014","Switzerland","Extra-EU-28","Total","Total","Total","Person","21,800",""
"2014","Switzerland","Extra-EU-28","Total","Total","Total positive decisions","Person","15,410",""
"2014","Switzerland","Extra-EU-28","Total","Total","Rejected","Person","6,390",""
"2014","Switzerland","Total","Total","Total","Total","Person","21,860",""
"2014","Switzerland","Total","Total","Total","Total positive decisions","Person","15,410",""
"2014","Switzerland","Total","Total","Total","Rejected","Person","6,450",""
"2014","Total","Extra-EU-28","Total","Total","Total","Person","396,355",""
"2014","Total","Extra-EU-28","Total","Total","Total positive decisions","Person","187,730",""
"2014","Total","Extra-EU-28","Total","Total","Rejected","Person","208,625",""
"2014","Total","Total","Total","Total","Total","Person","397,040",""
"2014","Total","Total","Total","Total","Total positive decisions","Person","187,745",""
"2014","Total","Total","Total","Total","Rejected","Person","209,295",""
"2015","European Union (28 countries)","Extra-EU-28","Total","Total","Total","Person","592,680",""
"2015","European Union (28 countries)","Extra-EU-28","Total","Total","Total positive decisions","Person","307,510",""
"2015","European Union (28 countries)","Extra-EU-28","Total","Total","Rejected","Person","285,165",""
"2015","European Union (28 countries)","Total","Total","Total","Total","Person","593,140",""
"2015","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","307,515",""
"2015","European Union (28 countries)","Total","Total","Total","Rejected","Person","285,625",""
"2015","Belgium","Extra-EU-28","Total","Total","Total","Person","19,420",""
"2015","Belgium","Extra-EU-28","Total","Total","Total positive decisions","Person","10,475",""
"2015","Belgium","Extra-EU-28","Total","Total","Rejected","Person","8,945",""
"2015","Belgium","Total","Total","Total","Total","Person","19,455",""
"2015","Belgium","Total","Total","Total","Total positive decisions","Person","10,475",""
"2015","Belgium","Total","Total","Total","Rejected","Person","8,980",""
"2015","Bulgaria","Extra-EU-28","Total","Total","Total","Person","6,175",""
"2015","Bulgaria","Extra-EU-28","Total","Total","Total positive decisions","Person","5,595",""
"2015","Bulgaria","Extra-EU-28","Total","Total","Rejected","Person","580",""
"2015","Bulgaria","Total","Total","Total","Total","Person","6,175",""
"2015","Bulgaria","Total","Total","Total","Total positive decisions","Person","5,595",""
"2015","Bulgaria","Total","Total","Total","Rejected","Person","580",""
"2015","Czech Republic","Extra-EU-28","Total","Total","Total","Person","1,335",""
"2015","Czech Republic","Extra-EU-28","Total","Total","Total positive decisions","Person","460",""
"2015","Czech Republic","Extra-EU-28","Total","Total","Rejected","Person","875",""
"2015","Czech Republic","Total","Total","Total","Total","Person","1,340",""
"2015","Czech Republic","Total","Total","Total","Total positive decisions","Person","460",""
"2015","Czech Republic","Total","Total","Total","Rejected","Person","885",""
"2015","Denmark","Extra-EU-28","Total","Total","Total","Person","12,225",""
"2015","Denmark","Extra-EU-28","Total","Total","Total positive decisions","Person","9,920",""
"2015","Denmark","Extra-EU-28","Total","Total","Rejected","Person","2,305",""
"2015","Denmark","Total","Total","Total","Total","Person","12,255",""
"2015","Denmark","Total","Total","Total","Total positive decisions","Person","9,920",""
"2015","Denmark","Total","Total","Total","Rejected","Person","2,335",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total","Person","249,280",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Total positive decisions","Person","140,910",""
"2015","Germany (until 1990 former territory of the FRG)","Extra-EU-28","Total","Total","Rejected","Person","108,370",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","249,350",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","140,915",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","108,440",""
"2015","Estonia","Extra-EU-28","Total","Total","Total","Person","180",""
"2015","Estonia","Extra-EU-28","Total","Total","Total positive decisions","Person","80",""
"2015","Estonia","Extra-EU-28","Total","Total","Rejected","Person","100",""
"2015","Estonia","Total","Total","Total","Total","Person","180",""
"2015","Estonia","Total","Total","Total","Total positive decisions","Person","80",""
"2015","Estonia","Total","Total","Total","Rejected","Person","100",""
"2015","Ireland","Extra-EU-28","Total","Total","Total","Person","1,000",""
"2015","Ireland","Extra-EU-28","Total","Total","Total positive decisions","Person","330",""
"2015","Ireland","Extra-EU-28","Total","Total","Rejected","Person","665",""
"2015","Ireland","Total","Total","Total","Total","Person","1,000",""
"2015","Ireland","Total","Total","Total","Total positive decisions","Person","330",""
"2015","Ireland","Total","Total","Total","Rejected","Person","665",""
"2015","Greece","Extra-EU-28","Total","Total","Total","Person","9,640",""
"2015","Greece","Extra-EU-28","Total","Total","Total positive decisions","Person","4,030",""
"2015","Greece","Extra-EU-28","Total","Total","Rejected","Person","5,610",""
"2015","Greece","Total","Total","Total","Total","Person","9,640",""
"2015","Greece","Total","Total","Total","Total positive decisions","Person","4,030",""
"2015","Greece","Total","Total","Total","Rejected","Person","5,610",""
"2015","Spain","Extra-EU-28","Total","Total","Total","Person","3,240",""
"2015","Spain","Extra-EU-28","Total","Total","Total positive decisions","Person","1,020",""
"2015","Spain","Extra-EU-28","Total","Total","Rejected","Person","2,220",""
"2015","Spain","Total","Total","Total","Total","Person","3,245",""
"2015","Spain","Total","Total","Total","Total positive decisions","Person","1,020",""
"2015","Spain","Total","Total","Total","Rejected","Person","2,225",""
"2015","France","Extra-EU-28","Total","Total","Total","Person","77,910",""
"2015","France","Extra-EU-28","Total","Total","Total positive decisions","Person","20,630",""
"2015","France","Extra-EU-28","Total","Total","Rejected","Person","57,280",""
"2015","France","Total","Total","Total","Total","Person","77,910",""
"2015","France","Total","Total","Total","Total positive decisions","Person","20,630",""
"2015","France","Total","Total","Total","Rejected","Person","57,280",""
"2015","Croatia","Extra-EU-28","Total","Total","Total","Person","185",""
"2015","Croatia","Extra-EU-28","Total","Total","Total positive decisions","Person","40",""
"2015","Croatia","Extra-EU-28","Total","Total","Rejected","Person","145",""
"2015","Croatia","Total","Total","Total","Total","Person","190",""
"2015","Croatia","Total","Total","Total","Total positive decisions","Person","40",""
"2015","Croatia","Total","Total","Total","Rejected","Person","150",""
"2015","Italy","Extra-EU-28","Total","Total","Total","Person","71,345",""
"2015","Italy","Extra-EU-28","Total","Total","Total positive decisions","Person","29,615",""
"2015","Italy","Extra-EU-28","Total","Total","Rejected","Person","41,730",""
"2015","Italy","Total","Total","Total","Total","Person","71,345",""
"2015","Italy","Total","Total","Total","Total positive decisions","Person","29,615",""
"2015","Italy","Total","Total","Total","Rejected","Person","41,730",""
"2015","Cyprus","Extra-EU-28","Total","Total","Total","Person","2,065",""
"2015","Cyprus","Extra-EU-28","Total","Total","Total positive decisions","Person","1,585",""
"2015","Cyprus","Extra-EU-28","Total","Total","Rejected","Person","480",""
"2015","Cyprus","Total","Total","Total","Total","Person","2,065",""
"2015","Cyprus","Total","Total","Total","Total positive decisions","Person","1,585",""
"2015","Cyprus","Total","Total","Total","Rejected","Person","480",""
"2015","Latvia","Extra-EU-28","Total","Total","Total","Person","170",""
"2015","Latvia","Extra-EU-28","Total","Total","Total positive decisions","Person","20",""
"2015","Latvia","Extra-EU-28","Total","Total","Rejected","Person","145",""
"2015","Latvia","Total","Total","Total","Total","Person","170",""
"2015","Latvia","Total","Total","Total","Total positive decisions","Person","20",""
"2015","Latvia","Total","Total","Total","Rejected","Person","145",""
"2015","Lithuania","Extra-EU-28","Total","Total","Total","Person","180",""
"2015","Lithuania","Extra-EU-28","Total","Total","Total positive decisions","Person","85",""
"2015","Lithuania","Extra-EU-28","Total","Total","Rejected","Person","95",""
"2015","Lithuania","Total","Total","Total","Total","Person","180",""
"2015","Lithuania","Total","Total","Total","Total positive decisions","Person","85",""
"2015","Lithuania","Total","Total","Total","Rejected","Person","95",""
"2015","Luxembourg","Extra-EU-28","Total","Total","Total","Person","775",""
"2015","Luxembourg","Extra-EU-28","Total","Total","Total positive decisions","Person","185",""
"2015","Luxembourg","Extra-EU-28","Total","Total","Rejected","Person","590",""
"2015","Luxembourg","Total","Total","Total","Total","Person","775",""
"2015","Luxembourg","Total","Total","Total","Total positive decisions","Person","185",""
"2015","Luxembourg","Total","Total","Total","Rejected","Person","590",""
"2015","Hungary","Extra-EU-28","Total","Total","Total","Person","3,420",""
"2015","Hungary","Extra-EU-28","Total","Total","Total positive decisions","Person","505",""
"2015","Hungary","Extra-EU-28","Total","Total","Rejected","Person","2,915",""
"2015","Hungary","Total","Total","Total","Total","Person","3,420",""
"2015","Hungary","Total","Total","Total","Total positive decisions","Person","505",""
"2015","Hungary","Total","Total","Total","Rejected","Person","2,915",""
"2015","Malta","Extra-EU-28","Total","Total","Total","Person","1,490",""
"2015","Malta","Extra-EU-28","Total","Total","Total positive decisions","Person","1,250",""
"2015","Malta","Extra-EU-28","Total","Total","Rejected","Person","240",""
"2015","Malta","Total","Total","Total","Total","Person","1,490",""
"2015","Malta","Total","Total","Total","Total positive decisions","Person","1,250",""
"2015","Malta","Total","Total","Total","Rejected","Person","240",""
"2015","Netherlands","Extra-EU-28","Total","Total","Total","Person","20,465",""
"2015","Netherlands","Extra-EU-28","Total","Total","Total positive decisions","Person","16,450",""
"2015","Netherlands","Extra-EU-28","Total","Total","Rejected","Person","4,015",""
"2015","Netherlands","Total","Total","Total","Total","Person","20,465",""
"2015","Netherlands","Total","Total","Total","Total positive decisions","Person","16,450",""
"2015","Netherlands","Total","Total","Total","Rejected","Person","4,015",""
"2015","Austria","Extra-EU-28","Total","Total","Total","Person","21,095",""
"2015","Austria","Extra-EU-28","Total","Total","Total positive decisions","Person","15,045",""
"2015","Austria","Extra-EU-28","Total","Total","Rejected","Person","6,050",""
"2015","Austria","Total","Total","Total","Total","Person","21,100",""
"2015","Austria","Total","Total","Total","Total positive decisions","Person","15,045",""
"2015","Austria","Total","Total","Total","Rejected","Person","6,050",""
"2015","Poland","Extra-EU-28","Total","Total","Total","Person","3,510",""
"2015","Poland","Extra-EU-28","Total","Total","Total positive decisions","Person","640",""
"2015","Poland","Extra-EU-28","Total","Total","Rejected","Person","2,870",""
"2015","Poland","Total","Total","Total","Total","Person","3,510",""
"2015","Poland","Total","Total","Total","Total positive decisions","Person","640",""
"2015","Poland","Total","Total","Total","Rejected","Person","2,870",""
"2015","Portugal","Extra-EU-28","Total","Total","Total","Person","370",""
"2015","Portugal","Extra-EU-28","Total","Total","Total positive decisions","Person","195",""
"2015","Portugal","Extra-EU-28","Total","Total","Rejected","Person","180",""
"2015","Portugal","Total","Total","Total","Total","Person","370",""
"2015","Portugal","Total","Total","Total","Total positive decisions","Person","195",""
"2015","Portugal","Total","Total","Total","Rejected","Person","180",""
"2015","Romania","Extra-EU-28","Total","Total","Total","Person","1,320",""
"2015","Romania","Extra-EU-28","Total","Total","Total positive decisions","Person","480",""
"2015","Romania","Extra-EU-28","Total","Total","Rejected","Person","840",""
"2015","Romania","Total","Total","Total","Total","Person","1,320",""
"2015","Romania","Total","Total","Total","Total positive decisions","Person","480",""
"2015","Romania","Total","Total","Total","Rejected","Person","840",""
"2015","Slovenia","Extra-EU-28","Total","Total","Total","Person","130",""
"2015","Slovenia","Extra-EU-28","Total","Total","Total positive decisions","Person","45",""
"2015","Slovenia","Extra-EU-28","Total","Total","Rejected","Person","85",""
"2015","Slovenia","Total","Total","Total","Total","Person","130",""
"2015","Slovenia","Total","Total","Total","Total positive decisions","Person","45",""
"2015","Slovenia","Total","Total","Total","Rejected","Person","85",""
"2015","Slovakia","Extra-EU-28","Total","Total","Total","Person","130",""
"2015","Slovakia","Extra-EU-28","Total","Total","Total positive decisions","Person","80",""
"2015","Slovakia","Extra-EU-28","Total","Total","Rejected","Person","50",""
"2015","Slovakia","Total","Total","Total","Total","Person","130",""
"2015","Slovakia","Total","Total","Total","Total positive decisions","Person","80",""
"2015","Slovakia","Total","Total","Total","Rejected","Person","55",""
"2015","Finland","Extra-EU-28","Total","Total","Total","Person","2,960",""
"2015","Finland","Extra-EU-28","Total","Total","Total positive decisions","Person","1,680",""
